"REF_DATE","GEO","DGUID","Projection scenario","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2028","Canada","2016A000011124","Projection scenario HG: high-growth","Men+","60 to 64 years","Persons","249","thousands","3","v52385097","1.7.2.74","1242.0","","","","1"
"2029","Canada","2016A000011124","Projection scenario HG: high-growth","Men+","60 to 64 years","Persons","249","thousands","3","v52385097","1.7.2.74","1208.4","","","","1"
"2030","Canada","2016A000011124","Projection scenario HG: high-growth","Men+","60 to 64 years","Persons","249","thousands","3","v52385097","1.7.2.74","1185.9","","","","1"
"2024","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","15 to 19 years","Persons","249","thousands","3","v52385160","1.7.3.20","1132.5","","","","1"
"2025","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","15 to 19 years","Persons","249","thousands","3","v52385160","1.7.3.20","1153.7","","","","1"
"2026","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","15 to 19 years","Persons","249","thousands","3","v52385160","1.7.3.20","1168.5","","","","1"
"2027","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","15 to 19 years","Persons","249","thousands","3","v52385160","1.7.3.20","1178.4","","","","1"
"2028","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","15 to 19 years","Persons","249","thousands","3","v52385160","1.7.3.20","1193.2","","","","1"
"2029","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","15 to 19 years","Persons","249","thousands","3","v52385160","1.7.3.20","1206.5","","","","1"
"2030","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","15 to 19 years","Persons","249","thousands","3","v52385160","1.7.3.20","1220.5","","","","1"
"2024","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","20 to 24 years","Persons","249","thousands","3","v52385166","1.7.3.26","1344.1","","","","1"
"2025","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","20 to 24 years","Persons","249","thousands","3","v52385166","1.7.3.26","1340.3","","","","1"
"2026","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","20 to 24 years","Persons","249","thousands","3","v52385166","1.7.3.26","1341.9","","","","1"
"2027","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","20 to 24 years","Persons","249","thousands","3","v52385166","1.7.3.26","1344.4","","","","1"
"2028","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","20 to 24 years","Persons","249","thousands","3","v52385166","1.7.3.26","1381.8","","","","1"
"2029","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","20 to 24 years","Persons","249","thousands","3","v52385166","1.7.3.26","1416.1","","","","1"
"2030","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","20 to 24 years","Persons","249","thousands","3","v52385166","1.7.3.26","1450.8","","","","1"
"2024","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","25 to 29 years","Persons","249","thousands","3","v52385173","1.7.3.32","1469.6","","","","1"
"2025","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","25 to 29 years","Persons","249","thousands","3","v52385173","1.7.3.32","1465.9","","","","1"
"2026","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","25 to 29 years","Persons","249","thousands","3","v52385173","1.7.3.32","1446.4","","","","1"
"2027","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","25 to 29 years","Persons","249","thousands","3","v52385173","1.7.3.32","1427.7","","","","1"
"2028","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","25 to 29 years","Persons","249","thousands","3","v52385173","1.7.3.32","1441.5","","","","1"
"2029","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","25 to 29 years","Persons","249","thousands","3","v52385173","1.7.3.32","1460.5","","","","1"
"2030","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","25 to 29 years","Persons","249","thousands","3","v52385173","1.7.3.32","1479.1","","","","1"
"2024","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","30 to 34 years","Persons","249","thousands","3","v52385179","1.7.3.38","1522.7","","","","1"
"2025","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","30 to 34 years","Persons","249","thousands","3","v52385179","1.7.3.38","1540.7","","","","1"
"2026","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","30 to 34 years","Persons","249","thousands","3","v52385179","1.7.3.38","1556.3","","","","1"
"2027","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","30 to 34 years","Persons","249","thousands","3","v52385179","1.7.3.38","1567.5","","","","1"
"2028","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","30 to 34 years","Persons","249","thousands","3","v52385179","1.7.3.38","1592.5","","","","1"
"2029","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","30 to 34 years","Persons","249","thousands","3","v52385179","1.7.3.38","1613.7","","","","1"
"2030","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","30 to 34 years","Persons","249","thousands","3","v52385179","1.7.3.38","1630.2","","","","1"
"2024","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","35 to 39 years","Persons","249","thousands","3","v52385186","1.7.3.44","1442.7","","","","1"
"2025","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","35 to 39 years","Persons","249","thousands","3","v52385186","1.7.3.44","1480.2","","","","1"
"2026","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","35 to 39 years","Persons","249","thousands","3","v52385186","1.7.3.44","1519.9","","","","1"
"2027","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","35 to 39 years","Persons","249","thousands","3","v52385186","1.7.3.44","1557.9","","","","1"
"2028","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","35 to 39 years","Persons","249","thousands","3","v52385186","1.7.3.44","1604.9","","","","1"
"2029","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","35 to 39 years","Persons","249","thousands","3","v52385186","1.7.3.44","1644.5","","","","1"
"2030","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","35 to 39 years","Persons","249","thousands","3","v52385186","1.7.3.44","1675.6","","","","1"
"2024","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","40 to 44 years","Persons","249","thousands","3","v52385193","1.7.3.50","1376.6","","","","1"
"2025","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","40 to 44 years","Persons","249","thousands","3","v52385193","1.7.3.50","1402.6","","","","1"
"2026","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","40 to 44 years","Persons","249","thousands","3","v52385193","1.7.3.50","1424.9","","","","1"
"2027","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","40 to 44 years","Persons","249","thousands","3","v52385193","1.7.3.50","1445.9","","","","1"
"2028","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","40 to 44 years","Persons","249","thousands","3","v52385193","1.7.3.50","1474.3","","","","1"
"2029","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","40 to 44 years","Persons","249","thousands","3","v52385193","1.7.3.50","1510.3","","","","1"
"2030","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","40 to 44 years","Persons","249","thousands","3","v52385193","1.7.3.50","1556.0","","","","1"
"2024","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","45 to 49 years","Persons","249","thousands","3","v52385199","1.7.3.56","1264.4","","","","1"
"2025","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","45 to 49 years","Persons","249","thousands","3","v52385199","1.7.3.56","1285.7","","","","1"
"2026","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","45 to 49 years","Persons","249","thousands","3","v52385199","1.7.3.56","1312.2","","","","1"
"2027","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","45 to 49 years","Persons","249","thousands","3","v52385199","1.7.3.56","1339.7","","","","1"
"2028","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","45 to 49 years","Persons","249","thousands","3","v52385199","1.7.3.56","1374.2","","","","1"
"2029","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","45 to 49 years","Persons","249","thousands","3","v52385199","1.7.3.56","1406.6","","","","1"
"2030","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","45 to 49 years","Persons","249","thousands","3","v52385199","1.7.3.56","1437.9","","","","1"
"2024","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","50 to 54 years","Persons","249","thousands","3","v52385206","1.7.3.62","1230.9","","","","1"
"2025","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","50 to 54 years","Persons","249","thousands","3","v52385206","1.7.3.62","1229.6","","","","1"
"2026","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","50 to 54 years","Persons","249","thousands","3","v52385206","1.7.3.62","1227.2","","","","1"
"2027","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","50 to 54 years","Persons","249","thousands","3","v52385206","1.7.3.62","1236.4","","","","1"
"2028","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","50 to 54 years","Persons","249","thousands","3","v52385206","1.7.3.62","1253.6","","","","1"
"2029","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","50 to 54 years","Persons","249","thousands","3","v52385206","1.7.3.62","1276.1","","","","1"
"2030","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","50 to 54 years","Persons","249","thousands","3","v52385206","1.7.3.62","1300.9","","","","1"
"2024","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","55 to 59 years","Persons","249","thousands","3","v52385212","1.7.3.68","1261.5","","","","1"
"2025","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","55 to 59 years","Persons","249","thousands","3","v52385212","1.7.3.68","1240.5","","","","1"
"2026","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","55 to 59 years","Persons","249","thousands","3","v52385212","1.7.3.68","1238.4","","","","1"
"2027","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","55 to 59 years","Persons","249","thousands","3","v52385212","1.7.3.68","1237.8","","","","1"
"2028","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","55 to 59 years","Persons","249","thousands","3","v52385212","1.7.3.68","1237.1","","","","1"
"2029","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","55 to 59 years","Persons","249","thousands","3","v52385212","1.7.3.68","1235.5","","","","1"
"2030","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","55 to 59 years","Persons","249","thousands","3","v52385212","1.7.3.68","1236.7","","","","1"
"2024","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","60 to 64 years","Persons","249","thousands","3","v52385219","1.7.3.74","1373.5","","","","1"
"2025","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","60 to 64 years","Persons","249","thousands","3","v52385219","1.7.3.74","1374.0","","","","1"
"2026","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","60 to 64 years","Persons","249","thousands","3","v52385219","1.7.3.74","1354.5","","","","1"
"2027","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","60 to 64 years","Persons","249","thousands","3","v52385219","1.7.3.74","1327.5","","","","1"
"2028","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","60 to 64 years","Persons","249","thousands","3","v52385219","1.7.3.74","1295.0","","","","1"
"2029","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","60 to 64 years","Persons","249","thousands","3","v52385219","1.7.3.74","1267.6","","","","1"
"2030","Canada","2016A000011124","Projection scenario HG: high-growth","Women+","60 to 64 years","Persons","249","thousands","3","v52385219","1.7.3.74","1249.2","","","","1"
"2024","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","15 to 19 years","Persons","249","thousands","3","v1073325169","1.13.2.20","1206.3","","","","1"
"2025","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","15 to 19 years","Persons","249","thousands","3","v1073325169","1.13.2.20","1226.9","","","","1"
"2026","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","15 to 19 years","Persons","249","thousands","3","v1073325169","1.13.2.20","1241.1","","","","1"
"2027","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","15 to 19 years","Persons","249","thousands","3","v1073325169","1.13.2.20","1250.9","","","","1"
"2028","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","15 to 19 years","Persons","249","thousands","3","v1073325169","1.13.2.20","1268.1","","","","1"
"2029","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","15 to 19 years","Persons","249","thousands","3","v1073325169","1.13.2.20","1281.5","","","","1"
"2030","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","15 to 19 years","Persons","249","thousands","3","v1073325169","1.13.2.20","1297.6","","","","1"
"2024","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","20 to 24 years","Persons","249","thousands","3","v1073325170","1.13.2.26","1484.7","","","","1"
"2025","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","20 to 24 years","Persons","249","thousands","3","v1073325170","1.13.2.26","1478.8","","","","1"
"2026","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","20 to 24 years","Persons","249","thousands","3","v1073325170","1.13.2.26","1477.6","","","","1"
"2027","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","20 to 24 years","Persons","249","thousands","3","v1073325170","1.13.2.26","1476.1","","","","1"
"2028","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","20 to 24 years","Persons","249","thousands","3","v1073325170","1.13.2.26","1517.4","","","","1"
"2029","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","20 to 24 years","Persons","249","thousands","3","v1073325170","1.13.2.26","1555.9","","","","1"
"2030","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","20 to 24 years","Persons","249","thousands","3","v1073325170","1.13.2.26","1593.1","","","","1"
"2024","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","25 to 29 years","Persons","249","thousands","3","v1073325171","1.13.2.32","1610.7","","","","1"
"2025","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","25 to 29 years","Persons","249","thousands","3","v1073325171","1.13.2.32","1591.1","","","","1"
"2026","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","25 to 29 years","Persons","249","thousands","3","v1073325171","1.13.2.32","1555.1","","","","1"
"2027","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","25 to 29 years","Persons","249","thousands","3","v1073325171","1.13.2.32","1521.1","","","","1"
"2028","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","25 to 29 years","Persons","249","thousands","3","v1073325171","1.13.2.32","1532.7","","","","1"
"2029","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","25 to 29 years","Persons","249","thousands","3","v1073325171","1.13.2.32","1551.6","","","","1"
"2030","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","25 to 29 years","Persons","249","thousands","3","v1073325171","1.13.2.32","1571.8","","","","1"
"2024","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","30 to 34 years","Persons","249","thousands","3","v1073325172","1.13.2.38","1610.9","","","","1"
"2025","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","30 to 34 years","Persons","249","thousands","3","v1073325172","1.13.2.38","1629.6","","","","1"
"2026","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","30 to 34 years","Persons","249","thousands","3","v1073325172","1.13.2.38","1640.4","","","","1"
"2027","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","30 to 34 years","Persons","249","thousands","3","v1073325172","1.13.2.38","1645.5","","","","1"
"2028","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","30 to 34 years","Persons","249","thousands","3","v1073325172","1.13.2.38","1663.7","","","","1"
"2029","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","30 to 34 years","Persons","249","thousands","3","v1073325172","1.13.2.38","1677.1","","","","1"
"2030","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","30 to 34 years","Persons","249","thousands","3","v1073325172","1.13.2.38","1681.2","","","","1"
"2024","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","35 to 39 years","Persons","249","thousands","3","v1073325173","1.13.2.44","1495.1","","","","1"
"2025","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","35 to 39 years","Persons","249","thousands","3","v1073325173","1.13.2.44","1535.2","","","","1"
"2026","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","35 to 39 years","Persons","249","thousands","3","v1073325173","1.13.2.44","1576.8","","","","1"
"2027","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","35 to 39 years","Persons","249","thousands","3","v1073325173","1.13.2.44","1616.0","","","","1"
"2028","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","35 to 39 years","Persons","249","thousands","3","v1073325173","1.13.2.44","1668.5","","","","1"
"2029","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","35 to 39 years","Persons","249","thousands","3","v1073325173","1.13.2.44","1710.0","","","","1"
"2030","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","35 to 39 years","Persons","249","thousands","3","v1073325173","1.13.2.44","1744.5","","","","1"
"2024","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","40 to 44 years","Persons","249","thousands","3","v1073325174","1.13.2.50","1402.7","","","","1"
"2025","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","40 to 44 years","Persons","249","thousands","3","v1073325174","1.13.2.50","1428.8","","","","1"
"2026","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","40 to 44 years","Persons","249","thousands","3","v1073325174","1.13.2.50","1451.4","","","","1"
"2027","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","40 to 44 years","Persons","249","thousands","3","v1073325174","1.13.2.50","1472.1","","","","1"
"2028","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","40 to 44 years","Persons","249","thousands","3","v1073325174","1.13.2.50","1503.1","","","","1"
"2029","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","40 to 44 years","Persons","249","thousands","3","v1073325174","1.13.2.50","1543.4","","","","1"
"2030","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","40 to 44 years","Persons","249","thousands","3","v1073325174","1.13.2.50","1593.9","","","","1"
"2024","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","45 to 49 years","Persons","249","thousands","3","v1073325175","1.13.2.56","1262.7","","","","1"
"2025","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","45 to 49 years","Persons","249","thousands","3","v1073325175","1.13.2.56","1286.0","","","","1"
"2026","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","45 to 49 years","Persons","249","thousands","3","v1073325175","1.13.2.56","1314.5","","","","1"
"2027","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","45 to 49 years","Persons","249","thousands","3","v1073325175","1.13.2.56","1342.4","","","","1"
"2028","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","45 to 49 years","Persons","249","thousands","3","v1073325175","1.13.2.56","1378.7","","","","1"
"2029","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","45 to 49 years","Persons","249","thousands","3","v1073325175","1.13.2.56","1414.0","","","","1"
"2030","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","45 to 49 years","Persons","249","thousands","3","v1073325175","1.13.2.56","1447.0","","","","1"
"2024","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","50 to 54 years","Persons","249","thousands","3","v1073325176","1.13.2.62","1206.2","","","","1"
"2025","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","50 to 54 years","Persons","249","thousands","3","v1073325176","1.13.2.62","1205.5","","","","1"
"2026","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","50 to 54 years","Persons","249","thousands","3","v1073325176","1.13.2.62","1203.5","","","","1"
"2027","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","50 to 54 years","Persons","249","thousands","3","v1073325176","1.13.2.62","1212.1","","","","1"
"2028","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","50 to 54 years","Persons","249","thousands","3","v1073325176","1.13.2.62","1232.0","","","","1"
"2029","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","50 to 54 years","Persons","249","thousands","3","v1073325176","1.13.2.62","1257.8","","","","1"
"2030","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","50 to 54 years","Persons","249","thousands","3","v1073325176","1.13.2.62","1285.5","","","","1"
"2024","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","55 to 59 years","Persons","249","thousands","3","v1073325177","1.13.2.68","1228.1","","","","1"
"2025","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","55 to 59 years","Persons","249","thousands","3","v1073325177","1.13.2.68","1201.0","","","","1"
"2026","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","55 to 59 years","Persons","249","thousands","3","v1073325177","1.13.2.68","1193.2","","","","1"
"2027","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","55 to 59 years","Persons","249","thousands","3","v1073325177","1.13.2.68","1190.6","","","","1"
"2028","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","55 to 59 years","Persons","249","thousands","3","v1073325177","1.13.2.68","1189.0","","","","1"
"2029","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","55 to 59 years","Persons","249","thousands","3","v1073325177","1.13.2.68","1186.7","","","","1"
"2030","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","55 to 59 years","Persons","249","thousands","3","v1073325177","1.13.2.68","1189.3","","","","1"
"2024","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","60 to 64 years","Persons","249","thousands","3","v1073325178","1.13.2.74","1336.9","","","","1"
"2025","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","60 to 64 years","Persons","249","thousands","3","v1073325178","1.13.2.74","1333.5","","","","1"
"2026","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","60 to 64 years","Persons","249","thousands","3","v1073325178","1.13.2.74","1309.9","","","","1"
"2027","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","60 to 64 years","Persons","249","thousands","3","v1073325178","1.13.2.74","1275.6","","","","1"
"2028","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","60 to 64 years","Persons","249","thousands","3","v1073325178","1.13.2.74","1234.9","","","","1"
"2029","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","60 to 64 years","Persons","249","thousands","3","v1073325178","1.13.2.74","1200.4","","","","1"
"2030","Canada","2016A000011124","Projection scenario SA: slow-aging","Men+","60 to 64 years","Persons","249","thousands","3","v1073325178","1.13.2.74","1177.0","","","","1"
"2024","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","15 to 19 years","Persons","249","thousands","3","v1073326877","1.13.3.20","1132.3","","","","1"
"2025","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","15 to 19 years","Persons","249","thousands","3","v1073326877","1.13.3.20","1153.4","","","","1"
"2026","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","15 to 19 years","Persons","249","thousands","3","v1073326877","1.13.3.20","1168.1","","","","1"
"2027","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","15 to 19 years","Persons","249","thousands","3","v1073326877","1.13.3.20","1177.7","","","","1"
"2028","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","15 to 19 years","Persons","249","thousands","3","v1073326877","1.13.3.20","1192.2","","","","1"
"2029","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","15 to 19 years","Persons","249","thousands","3","v1073326877","1.13.3.20","1205.2","","","","1"
"2030","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","15 to 19 years","Persons","249","thousands","3","v1073326877","1.13.3.20","1218.9","","","","1"
"2024","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","20 to 24 years","Persons","249","thousands","3","v1073326878","1.13.3.26","1343.7","","","","1"
"2025","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","20 to 24 years","Persons","249","thousands","3","v1073326878","1.13.3.26","1339.5","","","","1"
"2026","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","20 to 24 years","Persons","249","thousands","3","v1073326878","1.13.3.26","1340.7","","","","1"
"2027","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","20 to 24 years","Persons","249","thousands","3","v1073326878","1.13.3.26","1342.9","","","","1"
"2028","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","20 to 24 years","Persons","249","thousands","3","v1073326878","1.13.3.26","1379.7","","","","1"
"2029","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","20 to 24 years","Persons","249","thousands","3","v1073326878","1.13.3.26","1413.6","","","","1"
"2030","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","20 to 24 years","Persons","249","thousands","3","v1073326878","1.13.3.26","1447.7","","","","1"
"2024","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","25 to 29 years","Persons","249","thousands","3","v1073326879","1.13.3.32","1469.2","","","","1"
"2025","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","25 to 29 years","Persons","249","thousands","3","v1073326879","1.13.3.32","1464.9","","","","1"
"2026","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","25 to 29 years","Persons","249","thousands","3","v1073326879","1.13.3.32","1444.8","","","","1"
"2027","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","25 to 29 years","Persons","249","thousands","3","v1073326879","1.13.3.32","1425.6","","","","1"
"2028","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","25 to 29 years","Persons","249","thousands","3","v1073326879","1.13.3.32","1438.7","","","","1"
"2029","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","25 to 29 years","Persons","249","thousands","3","v1073326879","1.13.3.32","1457.0","","","","1"
"2030","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","25 to 29 years","Persons","249","thousands","3","v1073326879","1.13.3.32","1474.8","","","","1"
"2024","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","30 to 34 years","Persons","249","thousands","3","v1073326880","1.13.3.38","1522.2","","","","1"
"2025","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","30 to 34 years","Persons","249","thousands","3","v1073326880","1.13.3.38","1539.7","","","","1"
"2026","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","30 to 34 years","Persons","249","thousands","3","v1073326880","1.13.3.38","1554.7","","","","1"
"2027","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","30 to 34 years","Persons","249","thousands","3","v1073326880","1.13.3.38","1565.2","","","","1"
"2028","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","30 to 34 years","Persons","249","thousands","3","v1073326880","1.13.3.38","1589.3","","","","1"
"2029","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","30 to 34 years","Persons","249","thousands","3","v1073326880","1.13.3.38","1609.6","","","","1"
"2030","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","30 to 34 years","Persons","249","thousands","3","v1073326880","1.13.3.38","1625.1","","","","1"
"2024","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","35 to 39 years","Persons","249","thousands","3","v1073326881","1.13.3.44","1442.3","","","","1"
"2025","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","35 to 39 years","Persons","249","thousands","3","v1073326881","1.13.3.44","1479.3","","","","1"
"2026","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","35 to 39 years","Persons","249","thousands","3","v1073326881","1.13.3.44","1518.4","","","","1"
"2027","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","35 to 39 years","Persons","249","thousands","3","v1073326881","1.13.3.44","1555.7","","","","1"
"2028","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","35 to 39 years","Persons","249","thousands","3","v1073326881","1.13.3.44","1601.9","","","","1"
"2029","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","35 to 39 years","Persons","249","thousands","3","v1073326881","1.13.3.44","1640.6","","","","1"
